name,nationality,age,position,overall,potential,pace,shooting,passing,dribbling,defending,physical,market_value,club,league,foot,height,weight,season_goals,season_assists
Marcus Fraser,苏格兰,22,FB,59,65,70,25,39,50,64,64,2949126,Ross County FC,苏格兰超级联赛,右,180,70,0,0
Phillip Roberts,苏格兰,22,W,59,63,91,52,59,65,18,65,1990671,Inverness Caledonian Thistle,苏格兰超级联赛,右,178,71,0,0
Oscar Zawada,荷兰,20,ST,59,73,54,61,45,54,20,64,1980047,FC Twente,荷兰甲级联赛,右,193,87,0,0
Jordan Lyden,英格兰,19,CM,58,72,61,51,56,64,57,62,2975796,Aston Villa,英格兰超级联赛,右,178,70,0,0
Damien Lahaye,比利时,32,ST,58,59,39,24,29,19,16,46,1007944,KV Kortrijk,比利时甲级联赛,右,180,82,0,0
Fynn Arkenberg,德国,20,CB,58,68,66,32,42,42,64,62,2138363,Hannover 96,德国甲级联赛,右,188,80,0,0
Matt Thornhill,苏格兰,28,W,58,62,74,45,66,62,40,79,2790388,Hibernian,苏格兰超级联赛,右,185,87,0,0
Damian Tixier,法国,36,FB,58,58,59,49,50,56,56,65,2625799,Le Havre AC,法国甲级联赛,左,180,68,0,0
Daniel Boateng,苏格兰,24,CB,58,64,62,29,45,46,53,73,2667287,St. Johnstone FC,苏格兰超级联赛,右,183,79,0,0
Guillaume Faivre,瑞士,29,GK,58,58,36,12,21,14,13,39,1782410,FC Thun,瑞士超级联赛,右,188,83,0,0
Jakub Bartosz,波兰,20,FB,58,68,77,46,44,47,58,60,2603720,Wisła Kraków,波兰甲级联赛,右,183,76,0,0
Scott Fraser,苏格兰,21,W,58,70,69,46,57,62,34,46,1434745,Dundee United,苏格兰超级联赛,左,183,69,0,0
"Issaga Diallo,28",瑞士,29,FB,58,58,68,49,57,54,51,73,4017740,Servette FC,瑞士超级联赛,右,193,82,0,0
Franz Burgmeier,瑞士,34,CM,58,58,50,61,59,60,56,60,1665325,FC Vaduz,瑞士超级联赛,左,175,73,1,0
Joao Barroca,瑞士,30,GK,58,63,48,28,32,24,25,64,1399716,Servette FC,瑞士超级联赛,右,185,82,0,0
Benjamin Henrichs,德国,19,CAM,58,72,68,52,59,66,50,57,1626595,Bayer 04 Leverkusen,德国甲级联赛,右,183,78,0,0
Alexandre Azevedo,葡萄牙,19,FB,58,66,62,45,54,55,60,57,3296688,FC Arouca,葡萄牙超级联赛,右,175,68,0,0
Lennart Hartmann,德国,25,FB,58,62,71,58,59,64,59,66,2559552,TSG 1899 Hoffenheim,德国甲级联赛,右,173,68,0,0
Pa Saikou Kujabi,苏格兰,30,W,58,64,80,58,53,56,56,47,1652387,Hibernian,苏格兰超级联赛,左,173,72,0,0
Boubacar Sylla,法国,25,FB,58,65,72,26,38,48,60,64,1279951,RC Lens,法国甲级联赛,左,178,76,0,0
Souleymane Baba Diomande,比利时,24,CM,58,62,62,45,58,60,47,61,3024462,Lierse SK,比利时甲级联赛,右,168,61,0,0
Xhevdet Gela,波兰,27,W,58,62,70,55,63,64,41,55,740951,Widzew Łódź,波兰甲级联赛,右,180,71,0,0
William Edjenguele,瑞士,29,CB,58,63,52,24,46,32,56,62,3451009,Neuchâtel Xamax,瑞士超级联赛,左,188,83,0,0
Michael Fraser,苏格兰,33,CB,58,58,29,25,25,25,24,50,3255449,Ross County FC,苏格兰超级联赛,右,188,79,0,0
Kristof Maes,比利时,28,CM,58,61,32,26,30,29,25,46,3413613,KRC Genk,比利时甲级联赛,右,188,85,0,0
Filipe Brigues,葡萄牙,26,FB,58,70,68,48,54,58,55,63,4434566,SC Braga,葡萄牙超级联赛,右,178,72,0,0
Silva de Souza Eudis,瑞士,33,ST,58,58,64,56,55,62,23,60,1873798,Servette FC,瑞士超级联赛,右,178,72,0,0
Alan Combe,苏格兰,42,CB,58,58,20,13,27,16,13,53,2084296,Kilmarnock,苏格兰超级联赛,右,185,78,0,0
David Cornell,苏格兰,25,FB,58,62,44,14,27,17,17,47,1422787,St. Mirren,苏格兰超级联赛,右,188,79,0,0
Nicolas Rommens,比利时,22,FB,58,68,58,38,59,63,56,58,790373,KVC Westerlo,比利时甲级联赛,右,183,74,0,0
Steve Banks,苏格兰,44,FB,58,58,40,24,26,25,25,52,2095236,St. Johnstone FC,苏格兰超级联赛,右,183,83,0,0
Rik Sebens,荷兰,28,CAM,58,63,65,51,61,60,43,60,1708297,De Graafschap,荷兰甲级联赛,右,180,70,0,0
Greg Kiltie,苏格兰,19,CAM,58,66,66,51,58,60,48,57,2111297,Kilmarnock,苏格兰超级联赛,右,178,70,0,0
Graham Stack,苏格兰,35,CB,58,58,26,16,25,18,18,49,1233150,Hibernian,苏格兰超级联赛,右,188,79,0,0
Jordan McGhee,苏格兰,20,CB,58,71,65,28,45,45,60,71,2123423,Heart of Midlothian,苏格兰超级联赛,右,185,70,0,0
Yancoub Meite,瑞士,26,FB,58,66,55,40,50,48,59,67,3842697,FC Sion,瑞士超级联赛,右,175,70,0,0
Eamonn Brophy,苏格兰,20,ST,58,68,70,56,53,56,23,65,4891632,Hamilton Academical FC,苏格兰超级联赛,右,175,68,0,0
Luka Tankulic,苏格兰,25,W,58,66,70,52,45,56,25,53,2227343,Dundee FC,苏格兰超级联赛,右,185,75,0,0
Julian Dudda,德国,23,CB,58,73,51,39,36,38,54,63,2899555,Eintracht Frankfurt,德国甲级联赛,左,193,88,0,0
Romain Achilli,法国,23,FB,58,64,66,61,48,56,56,59,3046744,SC Bastia,法国甲级联赛,右,180,75,0,0
Antoni Lukasiewicz,波兰,33,CM,58,58,52,49,53,52,54,66,1142172,Śląsk Wrocław,波兰甲级联赛,右,188,86,0,0
Ze Mario,葡萄牙,27,FB,58,65,67,26,43,50,60,64,3864123,Naval 1° de Maio,葡萄牙超级联赛,右,180,70,0,0
Kevin Smith,苏格兰,29,ST,58,64,70,56,46,59,22,69,2602951,Dundee United,苏格兰超级联赛,右,180,71,0,0
"Ildefons Lima,31",瑞士,37,CM,58,60,54,47,54,51,54,68,1041848,AC Bellinzona,瑞士超级联赛,右,190,88,0,0
Michel Antunes Lugo,葡萄牙,29,ST,58,65,70,56,43,56,19,64,2392717,FC Paços de Ferreira,葡萄牙超级联赛,左,183,80,0,0
Michael Siegfried,瑞士,28,FB,58,58,54,41,54,51,58,67,1259530,FC Thun,瑞士超级联赛,右,188,82,0,0
Liam Henderson,苏格兰,20,CAM,58,74,66,54,63,62,50,54,1307936,Celtic,苏格兰超级联赛,右,173,67,0,0
Sam Parkin,苏格兰,35,ST,58,58,44,56,56,55,29,67,1509645,St. Johnstone FC,苏格兰超级联赛,右,188,83,0,0
Stephan Raheriharimanana,法国,23,CM,58,63,53,46,60,59,58,52,4631632,FC Lorient,法国甲级联赛,右,168,64,0,0
Dariusz Kolodziej,波兰,34,CAM,58,58,42,64,61,58,40,63,3033951,Podbeskidzie Bielsko-Biała,波兰甲级联赛,左,178,73,0,0
Josh Thompson,苏格兰,25,CB,58,62,54,27,45,47,55,68,2085325,Celtic,苏格兰超级联赛,右,193,76,0,0
Mario Buehler,瑞士,24,CM,58,64,54,46,52,48,52,60,1532060,FC Vaduz,瑞士超级联赛,右,190,78,3,0
John Baird,苏格兰,31,ST,58,58,68,58,54,62,24,68,1929819,Dundee FC,苏格兰超级联赛,右,173,75,0,0
Artem Putivtsev,波兰,28,CB,58,58,60,29,38,36,61,68,1817699,Termalica Bruk-Bet Nieciecza,波兰甲级联赛,右,185,79,0,0
Konrad Forenc,波兰,24,GK,58,63,42,16,21,16,14,58,2235376,Zagłębie Lubin,波兰甲级联赛,左,190,91,0,0
Stephen Mallan,苏格兰,20,FB,58,71,67,51,57,65,55,65,1472013,St. Mirren,苏格兰超级联赛,右,178,69,0,0
Jeferson Maciel,葡萄牙,30,CB,58,61,58,30,34,32,64,60,1533556,Feirense,葡萄牙超级联赛,右,180,71,0,0
Pascal Schuerpf,瑞士,27,ST,58,60,68,60,50,59,35,60,1398950,FC Vaduz,瑞士超级联赛,左,190,81,0,0
Danny Racchi,苏格兰,28,ST,58,66,74,54,51,54,46,66,2241729,Kilmarnock,苏格兰超级联赛,右,173,66,0,0
Sidney Schmeltz,荷兰,27,W,58,65,82,40,49,60,22,64,1716286,Willem II,荷兰甲级联赛,右,178,72,0,0
Lukasz Zejdler,波兰,24,FB,58,63,81,49,59,52,53,66,1317912,Cracovia,波兰甲级联赛,左,173,64,0,0
Fejsal Mulic,比利时,22,ST,58,66,71,62,37,60,19,45,1863253,KV Oostende,比利时甲级联赛,右,203,84,0,0
Filip Burkhardt,波兰,29,W,58,61,66,51,55,60,36,52,3227472,Arka Gdynia,波兰甲级联赛,右,175,69,0,0
David Gigliotti,法国,31,ST,58,58,54,59,46,56,28,63,2402450,AS Saint-Étienne,法国甲级联赛,右,175,74,0,0
"Cyprien Baguette,23",比利时,27,GK,58,64,58,11,32,10,14,62,2725958,Sporting Charleroi,比利时甲级联赛,右,188,84,0,0
Francesco Lunardini,意大利,32,CM,58,68,66,51,62,55,50,61,1617953,Parma,意大利甲级联赛,右,173,67,0,0
Anthony Straker,苏格兰,28,FB,58,59,80,53,50,56,52,72,1922361,Motherwell,苏格兰超级联赛,左,175,75,0,0
Chris Clark,苏格兰,36,CM,58,58,64,50,59,60,54,69,1489770,Aberdeen,苏格兰超级联赛,左,173,71,0,0
Andre Auras,法国,25,FB,58,65,68,47,62,58,51,65,1276591,Stade Brestois 29,法国甲级联赛,右,183,77,0,0
Alan Maybury,苏格兰,38,FB,58,58,62,33,58,52,57,67,1752988,St. Johnstone FC,苏格兰超级联赛,右,180,73,0,0
Kodjo Kasse Alphonse,葡萄牙,23,FB,58,66,67,43,60,58,55,69,1813934,Vitória Guimarães,葡萄牙超级联赛,右,178,70,0,0
Mark Engberink,荷兰,24,FB,58,62,62,33,50,60,63,63,1465542,Heracles Almelo,荷兰甲级联赛,左,180,75,0,0
Leon van Dijk,荷兰,24,FB,58,64,60,48,53,57,60,54,2738440,Heracles Almelo,荷兰甲级联赛,右,178,68,0,0
Endogan Adili,瑞士,22,W,58,68,77,57,51,66,34,53,2429157,Grasshopper Club Zürich,瑞士超级联赛,左,170,61,0,0
Hamadou Karamoko,法国,21,CB,58,68,52,32,36,28,58,59,1879334,FC Lorient,法国甲级联赛,右,193,80,0,0
Lukas Schenkel,瑞士,32,CB,58,58,50,37,31,38,60,69,1884035,FC St. Gallen,瑞士超级联赛,右,183,81,0,0
Davor Landeka,瑞士,32,CM,58,61,64,42,64,61,46,67,1926283,Grasshopper Club Zürich,瑞士超级联赛,右,178,74,0,0
Graham Barrett,苏格兰,35,ST,58,69,60,58,51,59,16,59,1693235,Falkirk,苏格兰超级联赛,右,178,66,0,0
Charlie Trafford,波兰,24,CM,58,64,64,48,62,50,48,67,1164845,Korona Kielce,波兰甲级联赛,右,193,82,0,0
Andreas Hirzel,瑞士,23,CB,58,65,45,14,30,16,16,53,1725397,BSC Young Boys,瑞士超级联赛,右,190,89,0,0
Evan Melo,瑞士,23,ST,58,66,60,54,42,62,20,70,1742243,FC Sion,瑞士超级联赛,右,173,66,0,0
Oleg Veretilo,波兰,28,FB,58,59,62,34,50,58,57,60,2529066,Podbeskidzie Bielsko-Biała,波兰甲级联赛,右,180,72,0,0
Justin Johnson,苏格兰,20,W,58,72,80,59,46,62,26,51,1879878,Kilmarnock,苏格兰超级联赛,右,170,70,0,0
Jelle de Lange,荷兰,18,CB,58,75,52,31,43,32,59,61,1722913,Vitesse,荷兰甲级联赛,左,190,82,0,0
Sebastian Murawski,波兰,22,CB,58,67,58,25,37,29,61,62,1198935,Pogoń Szczecin,波兰甲级联赛,右,183,71,0,0
Olivier Jaeckle,瑞士,23,FB,58,65,68,48,43,38,62,59,1509917,FC Aarau,瑞士超级联赛,右,180,68,0,0
Lukasz Tyminski,波兰,26,CM,58,61,56,55,53,62,56,55,2713354,Jagiellonia Białystok,波兰甲级联赛,右,173,67,0,0
Tommaso Arrigoni,意大利,22,CM,58,68,67,57,59,59,54,66,2378770,Cesena,意大利甲级联赛,右,170,69,0,0
Dobrivoj Rusov,波兰,23,FB,58,63,44,20,25,17,20,49,1358004,Piast Gliwice,波兰甲级联赛,右,190,77,0,0
Alban Joinel,法国,37,ST,58,66,32,18,22,14,10,42,1740333,FC Lorient,法国甲级联赛,右,188,82,0,0
Frederic Page,瑞士,38,CM,58,58,52,54,55,54,52,59,2091930,Neuchâtel Xamax,瑞士超级联赛,右,185,81,0,0
Rodrigo Lacerda,瑞士,36,CM,58,58,50,53,62,56,60,58,2429665,FC Sion,瑞士超级联赛,右,183,80,0,0
Timothy Durwael,比利时,25,FB,58,68,72,34,47,44,58,57,3849874,KRC Genk,比利时甲级联赛,右,173,66,0,0
Yacine Bezzaz,法国,35,ST,58,69,58,53,59,57,27,60,1786354,Valenciennes FC,法国甲级联赛,左,178,70,0,0
Danijel Stojanovic,葡萄牙,32,CM,58,63,57,57,58,55,58,55,2952924,CD Nacional,葡萄牙超级联赛,左,185,79,0,0
Nicholas Tamsin,比利时,27,FB,58,68,71,46,55,50,57,59,4639330,SV Zulte-Waregem,比利时甲级联赛,右,178,71,0,0
Fredric Loehe,德国,28,GK,58,65,62,11,19,16,12,61,1491076,VfL Wolfsburg,德国甲级联赛,右,193,88,0,0
Dragan Djukic,瑞士,29,FB,58,67,42,17,35,16,14,52,2017056,FC Thun,瑞士超级联赛,右,183,75,0,0
Veljko Batrovic,波兰,22,W,58,66,70,54,56,60,38,61,1537251,Widzew Łódź,波兰甲级联赛,右,178,73,0,0
Florent Zitte,法国,23,ST,58,63,72,60,46,54,24,59,3671408,AS Nancy-Lorraine,法国甲级联赛,右,183,75,1,0
Andre Costa,葡萄牙,24,CAM,58,66,72,63,52,62,57,57,997127,Rio Ave FC,葡萄牙超级联赛,右,183,73,0,0
Steven Meechan,苏格兰,25,W,58,68,68,53,63,59,32,61,1222532,Motherwell,苏格兰超级联赛,右,180,74,0,0
Dariusz Zjawinski,波兰,30,ST,58,58,64,62,49,58,34,66,2622731,Cracovia,波兰甲级联赛,右,185,73,0,0
Jim Fenlon,苏格兰,22,FB,58,69,75,48,53,58,57,73,3414974,Ross County FC,苏格兰超级联赛,右,180,76,0,0
Franco Zennaro,比利时,23,FB,58,68,59,38,53,50,58,59,4522995,Waasland-Beveren,比利时甲级联赛,右,183,69,0,0
Jean Acosta Soares,比利时,24,W,58,70,66,53,56,66,33,59,1242607,KRC Genk,比利时甲级联赛,右,173,72,0,0
Arno Verschueren,比利时,19,FB,58,70,68,37,58,56,57,57,2430019,Club Brugge KV,比利时甲级联赛,右,175,66,0,0
Jordan Roberts,苏格兰,22,FB,58,63,81,50,51,53,48,64,2013901,Inverness Caledonian Thistle,苏格兰超级联赛,左,180,71,0,0
Christopher Verbist,比利时,25,FB,58,68,66,44,54,58,58,56,1297804,SV Zulte-Waregem,比利时甲级联赛,右,175,71,0,0
Stefan Nater,瑞士,32,FB,58,58,66,52,58,56,55,59,2532147,FC St. Gallen,瑞士超级联赛,右,185,75,0,0
Hakim Borahsasar,荷兰,21,ST,58,66,70,60,47,57,25,55,4860584,NAC Breda,荷兰甲级联赛,右,180,73,0,0
Matthew Bates,英格兰,30,CB,58,58,61,34,43,41,58,68,3201619,Middlesbrough,英格兰超级联赛,右,178,77,1,0
Christopher Dilo,苏格兰,22,FB,58,67,44,17,23,22,18,46,4151556,St. Mirren,苏格兰超级联赛,右,188,84,0,0
Lucas Cueto,瑞士,20,W,58,72,72,56,51,64,30,46,2761610,FC St. Gallen,瑞士超级联赛,左,170,64,0,0
Igor N'Ganga,瑞士,29,FB,58,58,65,47,55,51,56,62,2239718,FC Aarau,瑞士超级联赛,右,183,78,0,0
Alain Pierre Mendy,比利时,27,FB,58,64,64,47,50,45,59,70,942901,Waasland-Beveren,比利时甲级联赛,右,183,72,0,0
William Gross,苏格兰,24,ST,58,68,80,59,47,54,28,67,2894475,Kilmarnock,苏格兰超级联赛,右,183,82,0,0
Zoran Josipovic,瑞士,21,ST,58,71,67,53,40,54,48,69,2451848,Grasshopper Club Zürich,瑞士超级联赛,右,188,75,0,0
Guillaume Borne,法国,28,FB,58,68,60,31,48,55,53,65,1746421,US Boulogne Cote D'Opale,法国甲级联赛,右,183,84,0,0
Mathieu Maertens,比利时,21,FB,58,68,60,38,60,60,58,52,1327975,KSV Cercle Brugge,比利时甲级联赛,右,183,71,0,0
Tim Bakens,瑞士,34,ST,58,69,54,57,48,56,48,74,2938420,FC St. Gallen,瑞士超级联赛,右,196,87,0,0
David van Zanten,苏格兰,34,FB,58,58,62,32,57,59,56,69,2023862,St. Mirren,苏格兰超级联赛,右,178,72,0,0
Andrija Kaludjerovic,瑞士,29,ST,58,58,62,62,41,52,22,59,2014896,FC Thun,瑞士超级联赛,右,180,79,0,0
Mateusz Wdowiak,波兰,20,W,58,66,77,47,58,62,39,51,818352,Cracovia,波兰甲级联赛,右,175,60,0,0
"Marco Haemmerli,24",瑞士,31,FB,58,62,68,51,59,54,58,67,3466980,FC St. Gallen,瑞士超级联赛,左,173,72,0,0
Mickael Malsa,法国,21,CM,58,62,64,47,63,56,51,59,2254893,FC Sochaux-Montbéliard,法国甲级联赛,右,178,69,0,1
Jay-Roy Grot,荷兰,18,ST,58,72,70,55,48,59,20,68,2599318,N.E.C.,荷兰甲级联赛,右,193,93,0,0
Waldemar Anton,德国,20,CB,58,73,51,36,49,48,62,68,2895871,Hannover 96,德国甲级联赛,右,188,75,0,0
Lassana Coulibaly,法国,20,W,58,71,76,56,59,60,49,59,5140655,SC Bastia,法国甲级联赛,右,175,67,0,0
Michael Perrier,瑞士,27,CAM,58,62,66,50,57,62,46,63,1745408,FC Sion,瑞士超级联赛,左,173,67,0,0
Jon Robertson,苏格兰,27,CM,58,65,66,49,61,59,49,65,3043538,St. Mirren,苏格兰超级联赛,右,180,75,0,0
Joseph Barbato,法国,22,ST,58,68,67,61,47,63,25,54,3205964,SC Bastia,法国甲级联赛,左,178,80,0,0
Michel Avanzini,瑞士,27,FB,58,65,70,51,51,56,47,61,4794226,FC Lausanne-Sports,瑞士超级联赛,右,175,75,0,0
Luca Radice,瑞士,29,CAM,58,58,64,48,65,55,40,48,4455310,FC Aarau,瑞士超级联赛,左,180,70,0,0
Piotr Petasz,波兰,32,CAM,58,58,66,63,56,58,56,62,2470479,Zawisza Bydgoszcz,波兰甲级联赛,左,188,83,0,0
Nicola Mingazzini,意大利,36,CM,58,58,64,52,61,57,56,54,1419354,Bologna,意大利甲级联赛,右,173,72,2,1
Martin Steuble,瑞士,28,ST,58,62,60,55,54,57,38,58,2704447,FC Luzern,瑞士超级联赛,右,173,72,0,0
Trent McClenahan,苏格兰,31,FB,58,60,59,31,56,56,55,69,3604390,Hamilton Academical FC,苏格兰超级联赛,右,175,74,0,0
Jose Matos,西班牙,21,FB,58,66,76,25,37,44,58,66,4250010,RCD Espanyol,西班牙甲级联赛,左,170,68,0,0
Neil McGregor,苏格兰,31,FB,58,60,52,32,49,52,56,66,1705411,Dundee FC,苏格兰超级联赛,右,183,75,0,0
Jamie Adams,苏格兰,29,FB,58,65,70,36,63,58,52,65,1942567,St. Johnstone FC,苏格兰超级联赛,右,185,68,0,0
Simon Ford,苏格兰,35,CB,58,59,60,14,42,46,58,62,1497996,Kilmarnock,苏格兰超级联赛,右,185,79,0,0
Claude Gnakpa,苏格兰,33,FB,58,61,83,53,50,57,54,84,1824436,Inverness Caledonian Thistle,苏格兰超级联赛,右,183,87,0,0
Pieter Nys,比利时,27,FB,58,64,64,34,51,40,58,63,1189762,Oud-Heverlee Leuven,比利时甲级联赛,右,180,64,0,0
Minor Escoe,比利时,25,ST,58,67,73,59,49,62,21,62,1504793,Sporting Charleroi,比利时甲级联赛,右,175,70,0,0
Yassin Moutaouakil,苏格兰,30,FB,58,58,74,33,53,60,54,70,3591522,Motherwell,苏格兰超级联赛,右,183,72,0,0
Anderson Melo,葡萄牙,26,W,58,63,74,63,47,66,26,52,2825089,Sporting CP,葡萄牙超级联赛,左,178,69,0,0
Jakub Lukowski,波兰,20,W,58,65,82,52,52,54,34,58,3282743,Zawisza Bydgoszcz,波兰甲级联赛,左,173,67,0,0
Ross Tokely,苏格兰,37,CB,58,58,32,27,51,50,58,66,1036939,Inverness Caledonian Thistle,苏格兰超级联赛,右,190,86,0,0
Michal Markowski,波兰,26,CB,58,59,62,29,31,28,60,64,2260691,Termalica Bruk-Bet Nieciecza,波兰甲级联赛,右,185,80,0,0
Anestis Argyriou,波兰,28,FB,58,61,74,54,51,54,55,66,4181462,Zawisza Bydgoszcz,波兰甲级联赛,右,183,77,0,0
Dariusz Jarecki,波兰,35,FB,58,58,80,58,56,57,57,66,1316376,Jagiellonia Białystok,波兰甲级联赛,左,183,73,0,0
Branko Jelic,德国,39,ST,58,64,58,60,45,52,18,57,3240873,FC Energie Cottbus,德国甲级联赛,右,183,77,3,0
Mario Raimondi,瑞士,36,CAM,58,58,63,58,59,58,58,51,1983981,BSC Young Boys,瑞士超级联赛,左,183,75,0,0
James Craigen,苏格兰,25,CM,58,65,66,43,62,60,45,62,1508792,Partick Thistle F.C.,苏格兰超级联赛,右,183,72,0,0
Juan Pablo Garat,瑞士,33,FB,58,58,66,57,54,50,58,62,2428390,FC Aarau,瑞士超级联赛,右,188,75,0,0
Cesar Fernando,瑞士,36,FB,58,60,70,56,57,52,59,54,919976,FC St. Gallen,瑞士超级联赛,右,175,66,0,0
Olivier Kemen,法国,20,FB,58,74,69,55,58,60,54,74,2656958,Stade de Reims,法国甲级联赛,右,178,78,0,0
Declan Gallagher,苏格兰,25,CB,58,68,54,26,32,35,57,66,2654902,Dundee FC,苏格兰超级联赛,右,196,86,0,0
Leandro Di Gregorio,瑞士,24,FB,58,64,74,33,47,55,56,68,1770498,Lugano,瑞士超级联赛,右,173,68,0,0
David Anon,西班牙,27,ST,58,65,72,59,41,62,20,60,1931568,CA Osasuna,西班牙甲级联赛,右,173,73,0,0
Thomas Reilly,苏格兰,22,ST,58,69,70,56,56,62,32,64,2441727,St. Mirren,苏格兰超级联赛,右,170,62,0,0
Emmanuel Correze,法国,34,CM,58,58,60,55,57,61,46,71,4425757,AC Arles-Avignon,法国甲级联赛,右,180,77,0,0
Asmir Kajevic,瑞士,26,FB,58,63,70,38,61,56,55,69,2402193,FC Zürich,瑞士超级联赛,左,188,82,0,0
Guillaume Ducatel,法国,37,CM,58,58,57,56,59,54,48,68,3435747,US Boulogne Cote D'Opale,法国甲级联赛,左,175,75,0,0
Antons Kurakins,苏格兰,26,FB,58,60,68,35,35,54,63,66,1797400,Hamilton Academical FC,苏格兰超级联赛,左,183,73,0,0
Boris Godal,波兰,29,CB,58,60,72,31,34,34,57,66,2311173,Zagłębie Lubin,波兰甲级联赛,右,188,78,0,0
Konrad Kaczmarek,波兰,25,ST,58,60,62,60,39,55,13,57,856224,Ruch Chorzów,波兰甲级联赛,右,180,75,0,0
Ronael Pierre-Gabriel,法国,18,FB,58,74,74,31,36,59,58,61,3693569,AS Saint-Étienne,法国甲级联赛,右,175,68,0,0
Michael Odibe,意大利,28,FB,57,62,67,41,47,46,55,70,2077921,Siena,意大利甲级联赛,右,190,87,0,0
Tim Clancy,苏格兰,32,CB,57,57,66,17,50,48,56,69,2097877,Kilmarnock,苏格兰超级联赛,右,180,80,0,0
Sebastian Olszar,波兰,35,ST,57,57,61,54,45,55,24,68,1996604,Piast Gliwice,波兰甲级联赛,右,183,74,0,0
Alexis Alegue Elandi,法国,20,W,57,65,70,57,49,66,28,44,2355338,OGC Nice,法国甲级联赛,左,175,67,0,0
Lynneeker,葡萄牙,22,ST,57,63,68,60,49,68,17,54,2727415,CS Marítimo,葡萄牙超级联赛,右,170,72,0,0
Mauro Cerqueira,葡萄牙,24,CB,57,62,60,29,32,54,66,69,1706269,CD Nacional,葡萄牙超级联赛,左,180,74,0,0
Muhamed Demiri,瑞士,31,CAM,57,57,64,58,60,60,52,57,1428709,FC Thun,瑞士超级联赛,左,180,75,0,0
Sergey Khizhnichenko,波兰,25,ST,57,64,62,62,45,58,26,72,2776767,Korona Kielce,波兰甲级联赛,右,188,81,0,0
Hassan Lingani,瑞士,29,CB,57,58,62,17,41,32,55,75,2654724,BSC Young Boys,瑞士超级联赛,右,183,72,0,0
Andre Blackman,苏格兰,26,FB,57,62,78,49,51,57,52,72,1040102,Aberdeen,苏格兰超级联赛,左,180,75,0,0
Artem Simonyan,瑞士,21,CAM,57,68,66,40,60,64,43,47,997804,FC Zürich,瑞士超级联赛,右,178,70,0,0
Nicolas Hasler,瑞士,25,CM,57,61,58,42,62,57,55,55,5182392,FC Vaduz,瑞士超级联赛,右,180,73,0,0
Stewart Carswell,苏格兰,23,FB,57,68,71,44,62,60,51,68,838191,Motherwell,苏格兰超级联赛,右,175,71,0,0
Fulvio Sulmoni,瑞士,30,CM,57,57,46,43,49,48,57,66,2334894,FC Thun,瑞士超级联赛,右,180,71,2,0
Lawrence Shankland,苏格兰,21,ST,57,69,71,56,46,60,24,61,4062676,Aberdeen,苏格兰超级联赛,右,185,80,0,0
Gary Glen,苏格兰,26,ST,57,66,77,57,50,62,30,63,1145120,Heart of Midlothian,苏格兰超级联赛,右,178,79,0,0
Zaine Francis-Angol,苏格兰,23,FB,57,67,80,32,48,60,58,63,1749844,Motherwell,苏格兰超级联赛,左,173,77,0,0
Dale Carrick,苏格兰,22,FB,57,67,78,47,54,64,52,63,2736932,Heart of Midlothian,苏格兰超级联赛,右,180,70,0,0
Darian MacKinnon,苏格兰,30,CM,57,57,61,55,55,58,54,75,1242594,Hamilton Academical FC,苏格兰超级联赛,右,178,74,0,0
Remo Arnold,瑞士,19,FB,57,73,54,38,52,50,59,60,2101927,FC Luzern,瑞士超级联赛,右,183,75,0,0
Kyle Knoyle,苏格兰,20,FB,57,69,75,23,42,56,56,56,2075437,Dundee United,苏格兰超级联赛,右,178,63,0,0
Orhan Mustafi,瑞士,26,ST,57,66,64,56,44,53,24,70,1386200,Grasshopper Club Zürich,瑞士超级联赛,右,190,85,0,0
Sefa Isci,比利时,20,FB,57,69,64,36,51,56,56,56,1489285,Sporting Lokeren,比利时甲级联赛,右,183,68,0,0
Scott McKenna,苏格兰,20,CB,57,71,60,28,37,36,61,55,1296071,Aberdeen,苏格兰超级联赛,左,188,73,0,0
Jaroslaw Jach,波兰,22,CB,57,62,63,26,35,48,60,65,1533443,Zagłębie Lubin,波兰甲级联赛,左,188,78,0,0
Anas Tahiri,比利时,21,W,57,69,70,38,53,66,24,41,2510200,Lierse SK,比利时甲级联赛,右,178,61,0,0
Jordan Slew,苏格兰,24,ST,57,65,72,55,40,56,24,61,1373613,Ross County FC,苏格兰超级联赛,右,190,81,0,0
Andrew Mitchell,苏格兰,24,W,57,67,66,43,55,56,40,49,1701775,Dundee United,苏格兰超级联赛,右,180,70,0,0
El-Hadji Ba,法国,23,CAM,57,64,71,51,63,62,48,68,3311589,SC Bastia,法国甲级联赛,右,183,74,0,0
Krzysztof Danielewicz,波兰,25,CAM,57,62,70,54,59,68,54,62,2312500,Śląsk Wrocław,波兰甲级联赛,右,183,76,0,0
Sai van Wermeskerken,荷兰,22,FB,57,65,72,33,48,59,57,59,2738092,FC Twente,荷兰甲级联赛,右,170,68,0,0
Alex Cooper,苏格兰,25,CAM,57,69,67,56,56,54,50,53,1191222,Ross County FC,苏格兰超级联赛,左,180,70,0,0
Norbert Witkowski,波兰,35,CB,57,57,30,24,24,24,24,47,1735749,Arka Gdynia,波兰甲级联赛,右,190,85,0,0
